brand_id,ratingCount
992,19
728,11
353,184.4794104
133,52
983,184.4794104
47,184.4794104
261,184.4794104
292,184.4794104
319,184.4794104
750,5
799,47
374,100
544,184.4794104
776,32
520,17
800,184.4794104
903,17
242,9
95,184.4794104
846,184.4794104
554,28
832,184.4794104
509,15
47,184.4794104
608,184.4794104
847,184.4794104
362,575
762,9
783,243
381,9
79,2712
135,70
841,107
151,299
783,59
882,9
868,7
353,184.4794104
767,184.4794104
154,184.4794104
776,16
544,184.4794104
47,184.4794104
583,724
179,94
125,281
815,7
903,77
726,7
794,24
225,71
943,6
642,18
544,23
404,9
431,184.4794104
186,11
47,184.4794104
446,184.4794104
57,184.4794104
365,2056
336,50
945,1038
744,15
750,9
943,8
543,8
50,35
767,184.4794104
800,184.4794104
404,184.4794104
95,184.4794104
604,184.4794104
353,9
47,184.4794104
179,184.4794104
147,184.4794104
554,221
768,392
783,80
750,151
962,283
397,1033
855,26
830,28
544,6
444,101
767,184.4794104
800,4
242,184.4794104
147,184.4794104
47,184.4794104
261,184.4794104
451,184.4794104
239,211
381,37
846,184.4794104
544,16
903,44
676,18
374,84
79,21
783,137
125,184.4794104
47,184.4794104
46,184.4794104
740,184.4794104
547,184.4794104
931,184.4794104
722,184.4794104
272,184.4794104
660,184.4794104
75,25
179,15
799,26
769,10
841,10
734,5
353,8
832,184.4794104
943,18
264,184.4794104
994,184.4794104
47,184.4794104
945,17
353,184.4794104
361,184.4794104
630,184.4794104
787,14
903,998
962,481
903,760
846,184.4794104
868,53
750,184.4794104
544,12
52,184.4794104
389,184.4794104
353,24
675,184.4794104
544,8
813,184.4794104
261,184.4794104
865,184.4794104
74,184.4794104
604,1384
389,74
356,163
162,123
841,134
841,52
841,90
509,32
793,24
767,184.4794104
52,184.4794104
768,12
646,184.4794104
530,8
976,5
675,184.4794104
925,184.4794104
956,2234
903,132
750,16
799,47
783,52
652,15
95,31
50,14
506,184.4794104
783,62
750,10
133,184.4794104
618,50
135,6
397,184.4794104
530,10
675,184.4794104
38,3126
836,20
444,103
711,134
734,184.4794104
958,5
776,184.4794104
800,184.4794104
665,184.4794104
1020,184.4794104
389,184.4794104
821,184.4794104
675,184.4794104
842,184.4794104
931,184.4794104
848,184.4794104
279,184.4794104
131,49
554,12
376,22
133,61
7,33
760,3
374,6
538,6
50,12
1006,4
179,184.4794104
95,184.4794104
846,184.4794104
675,184.4794104
692,18
961,184.4794104
353,6
242,33
731,4554
95,12
365,339
37,69
750,2259
224,75
544,184.4794104
75,47
903,149
841,15
353,22
506,184.4794104
133,184.4794104
675,184.4794104
544,184.4794104
444,184.4794104
418,327
131,80
779,113
552,8
239,17
139,7
799,31
389,150
555,6
507,9
734,184.4794104
353,184.4794104
295,184.4794104
675,184.4794104
762,184.4794104
313,184.4794104
555,184.4794104
398,13
533,31
446,51
750,13
800,12
66,55
397,640
50,29
444,179
750,184.4794104
421,290
652,7
842,13
675,184.4794104
261,184.4794104
931,3
561,184.4794104
431,319
418,701
676,11
762,7
239,57
776,36
799,41
933,12
730,184.4794104
951,57
313,5
903,205
133,184.4794104
675,184.4794104
454,184.4794104
293,184.4794104
692,6
563,372
604,46
239,16
239,42
125,67
767,184.4794104
711,184.4794104
544,9
50,184.4794104
583,6
675,184.4794104
133,184.4794104
1014,184.4794104
555,184.4794104
314,184.4794104
931,184.4794104
135,184.4794104
903,1383
783,187
75,89
25,184.4794104
363,13
194,126
239,25
125,13
767,184.4794104
509,64
287,13
675,184.4794104
309,184.4794104
12,184.4794104
561,184.4794104
125,184.4794104
213,184.4794104
731,152
224,18
50,32
173,80
1011,62
133,184.4794104
903,186
544,10
25,184.4794104
323,113
841,184.4794104
189,184.4794104
675,184.4794104
104,184.4794104
762,184.4794104
796,184.4794104
444,184.4794104
787,13
95,563
242,207
945,13
354,12
404,26
544,10
75,96
77,32
119,13
544,184.4794104
675,184.4794104
544,184.4794104
424,184.4794104
848,184.4794104
16,184.4794104
1002,184.4794104
131,30
750,47
968,184.4794104
397,32
931,60
125,25
501,184.4794104
800,184.4794104
279,21
674,184.4794104
675,184.4794104
544,184.4794104
776,184.4794104
652,184.4794104
261,184.4794104
398,184.4794104
561,184.4794104
841,258
971,13
365,317
125,460
815,25
921,103
224,184.4794104
945,436
691,13
583,29
353,184.4794104
968,184.4794104
1006,184.4794104
776,8
675,184.4794104
12,184.4794104
353,184.4794104
783,161
514,37
903,80
374,147
242,9
239,22
783,8
398,21
750,184.4794104
10,90
595,2
958,13
799,37
675,184.4794104
389,184.4794104
95,184.4794104
4,184.4794104
544,7
750,1132
16,264
179,29
750,237
444,55
324,95
767,184.4794104
931,55
726,153
363,16
398,7
675,184.4794104
427,184.4794104
688,184.4794104
692,10
273,184.4794104
133,7
389,109
312,6
783,47
783,64
845,184.4794104
842,17
353,184.4794104
832,184.4794104
544,11
389,184.4794104
675,184.4794104
353,59
762,184.4794104
750,184.4794104
452,184.4794104
133,184.4794104
131,53
75,853
544,21
1014,184.4794104
931,184.4794104
931,184.4794104
604,184.4794104
673,184.4794104
520,6
75,10
800,184.4794104
675,184.4794104
652,184.4794104
931,184.4794104
561,184.4794104
555,184.4794104
344,184.4794104
887,20
783,235
903,239
365,268
458,581
551,22
278,8
832,184.4794104
579,22
76,27
418,79
760,184.4794104
776,4
675,184.4794104
389,184.4794104
261,184.4794104
147,184.4794104
381,12
688,744
750,15
750,5
847,8
314,184.4794104
583,45
427,184.4794104
706,184.4794104
133,27
762,184.4794104
75,184.4794104
660,184.4794104
943,184.4794104
561,184.4794104
511,184.4794104
671,184.4794104
999,2196
750,228
125,15
162,7
95,13
171,13
652,18
799,32
832,184.4794104
843,7
133,184.4794104
520,184.4794104
313,8
353,13
611,184.4794104
156,184.4794104
147,184.4794104
579,88
760,6
362,161
230,478
604,159
663,184.4794104
750,135
544,22
841,8
903,54
750,10
444,390
424,7
776,14
832,184.4794104
459,184.4794104
353,184.4794104
162,21
75,68
760,15
856,36
750,3
509,702
846,184.4794104
171,184.4794104
507,184.4794104
615,26
768,5
3,184.4794104
242,184.4794104
279,184.4794104
272,184.4794104
628,184.4794104
913,184.4794104
158,1352
726,7
171,39
779,495
133,87
750,5
55,66
544,20
149,184.4794104
799,33
330,184.4794104
458,21
542,16
813,184.4794104
762,184.4794104
427,184.4794104
499,184.4794104
557,1113
544,14
598,5
921,219
239,19
801,184.4794104
841,6
1014,5
583,30
551,42
542,184.4794104
427,184.4794104
712,8
287,184.4794104
156,184.4794104
490,184.4794104
293,184.4794104
196,184.4794104
376,883
242,51
676,9
625,184.4794104
481,32
952,139
542,184.4794104
427,184.4794104
700,184.4794104
309,13
865,2
848,184.4794104
282,184.4794104
943,184.4794104
319,184.4794104
561,184.4794104
968,55
750,302
365,24
330,9
962,46
75,9
903,81
374,72
408,244
841,80
363,55
943,48
424,184.4794104
353,24
786,2
698,184.4794104
848,184.4794104
488,12
762,12
131,444
472,240
841,79
75,57
376,33
750,28
931,7
554,33
958,26
43,184.4794104
427,4
418,25
964,184.4794104
156,184.4794104
555,184.4794104
783,3
729,42
799,182
239,64
850,2075
497,184.4794104
931,13
244,5
760,184.4794104
544,10
783,25
404,184.4794104
969,184.4794104
949,184.4794104
698,184.4794104
848,184.4794104
292,184.4794104
750,669
263,7
962,436
100,32
75,38
626,184.4794104
3,5
249,184.4794104
25,184.4794104
793,184.4794104
353,184.4794104
894,184.4794104
94,184.4794104
484,184.4794104
793,184.4794104
903,184.4794104
688,1911
279,72
171,50
135,39
750,4
488,184.4794104
95,7
444,502
458,184.4794104
507,184.4794104
387,184.4794104
762,184.4794104
799,184.4794104
514,184.4794104
502,184.4794104
583,184.4794104
263,5
845,184.4794104
397,124
50,38
750,10
583,184.4794104
750,57
313,184.4794104
171,184.4794104
1020,184.4794104
242,184.4794104
197,184.4794104
555,184.4794104
881,184.4794104
865,184.4794104
903,184.4794104
131,27
374,256
554,432
544,184.4794104
75,382
779,337
725,184.4794104
250,184.4794104
353,7
733,184.4794104
853,184.4794104
688,11
179,184.4794104
287,184.4794104
353,184.4794104
138,184.4794104
379,184.4794104
509,570
625,184.4794104
750,26
903,100
532,21
583,184.4794104
363,12
847,6
821,10
958,3
458,184.4794104
253,184.4794104
988,184.4794104
631,184.4794104
248,184.4794104
842,100
750,1258
803,168
671,624
624,55
75,448
750,21
533,12
957,184.4794104
279,184.4794104
845,7
783,54
824,5
125,184.4794104
94,184.4794104
937,184.4794104
787,184.4794104
389,29
757,10
239,216
750,14
239,88
783,77
776,6
151,184.4794104
353,29
179,184.4794104
507,184.4794104
60,184.4794104
368,184.4794104
111,184.4794104
488,184.4794104
365,1186
750,181
376,9
801,184.4794104
583,87
1014,10
397,108
507,184.4794104
242,184.4794104
958,184.4794104
238,184.4794104
882,184.4794104
668,184.4794104
261,184.4794104
439,184.4794104
701,184.4794104
379,184.4794104
750,71
162,48
532,13
968,18
583,184.4794104
444,268
567,184.4794104
119,7
762,184.4794104
75,184.4794104
427,184.4794104
490,184.4794104
368,184.4794104
833,184.4794104
888,184.4794104
418,347
379,15
772,59
945,718
750,138
554,39
427,184.4794104
957,15
376,16
397,184.4794104
1018,184.4794104
555,19
507,184.4794104
485,184.4794104
547,184.4794104
94,184.4794104
263,6
404,4
259,34
38,77
313,184.4794104
931,12
507,17
567,184.4794104
444,19
172,184.4794104
799,184.4794104
38,184.4794104
799,184.4794104
353,42
931,6
424,184.4794104
750,146
787,7
353,145
652,48
374,184.4794104
509,144
242,5
37,184.4794104
583,8
186,184.4794104
279,184.4794104
398,184.4794104
199,184.4794104
646,184.4794104
424,184.4794104
791,184.4794104
750,1118
787,5
171,197
477,7
439,3
903,178
663,5
868,184.4794104
429,184.4794104
147,184.4794104
389,6
293,184.4794104
446,184.4794104
544,184.4794104
306,184.4794104
424,184.4794104
77,219
503,184.4794104
962,38
488,6
750,19
962,141
374,29
397,5
615,15
799,184.4794104
903,184.4794104
676,184.4794104
462,184.4794104
151,184.4794104
339,184.4794104
522,184.4794104
503,184.4794104
279,34
618,455
554,11
544,46
583,184.4794104
799,8
397,184.4794104
179,11
309,19
783,184.4794104
485,184.4794104
261,184.4794104
332,184.4794104
865,184.4794104
795,184.4794104
962,350
903,139
397,4858
760,5
903,104
688,114
815,184.4794104
841,17
783,36
297,184.4794104
762,184.4794104
696,184.4794104
772,184.4794104
958,184.4794104
331,184.4794104
937,184.4794104
230,186
458,110
845,184.4794104
356,179
750,5
176,184.4794104
544,184.4794104
211,184.4794104
976,184.4794104
242,184.4794104
583,17
444,184.4794104
721,184.4794104
806,5
652,184.4794104
937,184.4794104
75,1700
389,503
279,370
660,15
